instruction,input,output
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.," Create a 100-bit binary ripple-carry adder by instantiating 100 full adders. The adder adds two 100-bit numbers and a carry-in to produce a 100-bit sum and carry out. To encourage you to actually instantiate full adders, also output the carry-out from each full adder in the ripple-carry adder. cout[99] is the final carry-out from the last full adder, and is the carry-out you usually see., and the module declare is module top_module( 
    input [99:0] a, b,
    input cin,
    output [99:0] cout,
    output [99:0] sum );","module top_module( 
    input [99:0] a, b,
    input cin,
    output [99:0] cout,
    output [99:0] sum );

    always @(*)begin
        {cout[0],sum[0]} = a[0] + b[0] + cin;//全加器
        for (int i=1;i<$bits(a);i=i+1)
        {cout[i],sum[i]} = a[i] + b[i] + cout[i-1];
    end
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"You are provided with a BCD one-digit adder named bcd_fadd that adds two BCD digits and carry-in, and produces a sum and carry-out.

module bcd_fadd (
    input [3:0] a,
    input [3:0] b,
    input     cin,
    output   cout,
    output [3:0] sum );
Instantiate 100 copies of bcd_fadd to create a 100-digit BCD ripple-carry adder. Your adder should add two 100-digit BCD numbers (packed into 400-bit vectors) and a carry-in to produce a 100-digit sum and carry out, and the module declare is module top_module( 
    input [399:0] a, b,
    input cin,
    output cout,
    output [399:0] sum );","module top_module( 
    input [399:0] a, b,
    input cin,
    output cout,
    output [399:0] sum );

    wire [400:0] midcout;

    assign cout = midcout[400];
    
    bcd_fadd bcd_fadd_0(.a(a[3:0]), .b(b[3:0]), .cin(cin), .cout(midcout[4]), .sum(sum[3:0]));

    generate//子模块不可在always模块内部调用，可以生成模块重复调用
        genvar i;
        for(i=4;i<$bits(a);i=i+4)
            begin:Go
                bcd_fadd bcd_fadd_i(.a(a[i+3:i]), .b(b[i+3:i]), .cin(midcout[i]), .cout(midcout[i+4]), .sum(sum[i+3:i]));
            end
    endgenerate
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:

in--------out, and the module declare is module top_module (
    input in,
    output out);","module top_module (
    input in,
    output out);

    assign out = in;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:

1'b0--------out, and the module declare is module top_module (
    output out);","module top_module (
    output out);

    assign out = 1'b0;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:

NOR gate
out=~(in1+in2), and the module declare is module top_module (
    input in1,
    input in2,
    output out);","module top_module (
    input in1,
    input in2,
    output out);

    assign out = ~(in1|in2);
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:

out=in1&~in2, and the module declare is module top_module (
    input in1,
    input in2,
    output out);","module top_module (
    input in1,
    input in2,
    output out);

    assign out = in1 & (!in2);
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Implement the following circuit:

out=[~(in1^in2)]^in3, and the module declare is module top_module (
    input in1,
    input in2,
    input in3,
    output out);","module top_module (
    input in1,
    input in2,
    input in3,
    output out);
    
    assign out = ~(in1^in2) ^ in3;

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Build a combinational circuit with two inputs, a and b.

There are 7 outputs, each with a logic gate driving it:

out_and: a and b
out_or: a or b
out_xor: a xor b
out_nand: a nand b
out_nor: a nor b
out_xnor: a xnor b
out_anotb: a and-not b, and the module declare is module top_module( 
    input a, b,
    output out_and,
    output out_or,
    output out_xor,
    output out_nand,
    output out_nor,
    output out_xnor,
    output out_anotb
);","module top_module( 
    input a, b,
    output out_and,
    output out_or,
    output out_xor,
    output out_nand,
    output out_nor,
    output out_xnor,
    output out_anotb
);
    
    assign out_and = a & b;
    assign out_or = a | b;
    assign out_xor = a ^ b;
    assign out_nand = ~ (a & b);
    assign out_nor = ~ (a | b);
    assign out_xnor = ~ a ^ b;
    assign out_anotb = a & ~b;

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"The 7400-series integrated circuits are a series of digital chips with a few gates each. The 7420 is a chip with two 4-input NAND gates.

Create a module with the same functionality as the 7420 chip. It has 8 inputs and 2 outputs., and the module declare is module top_module ( 
    input p1a, p1b, p1c, p1d,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );","module top_module ( 
    input p1a, p1b, p1c, p1d,
    output p1y,
    input p2a, p2b, p2c, p2d,
    output p2y );

    assign p1y = ~(p1a & p1b & p1c & p1d);
    assign p2y = ~(p2a & p2b & p2c & p2d);

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Create a combinational circuit that implements the below truth table.
Row Inputs Outputs

number  x3  x2  x1   f
0       0   0   0    0
1       0   0   1    0
2       0   1   0    1
3       0   1   1    1
4       1   0   0    0
5       1   0   1    1
6       1   1   0    0
7       1   1   1    1

, and the module declare is module top_module (
 input x3,
 input x2,
 input x1,
 output f
);","module top_module (
 input x3,
 input x2,
 input x1,
 output f
);
 // This truth table has four minterms. 
 assign f = ( ~x3 & x2 & ~x1 ) | 
    ( ~x3 & x2 & x1 ) |
    ( x3 & ~x2 & x1 ) |
    ( x3 & x2 & x1 ) ;
    
 // It can be simplified, by boolean algebra or Karnaugh maps.
 // assign f = (~x3 & x2) | (x3 & x1);
 
 // You may then notice that this is actually a 2-to-1 mux, selected by x3:
 // assign f = x3 ? x1 : x2;
 
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Create a circuit that has two 2-bit inputs A[1:0] and B[1:0], and produces an output z. The value of z should be 1 if A = B, otherwise z should be 0., and the module declare is module top_module(
 input [1:0] A,
 input [1:0] B,
 output z);","module top_module(
 input [1:0] A,
 input [1:0] B,
 output z);

 assign z = (A[1:0]==B[1:0]); // Comparisons produce a 1 or 0 result.
 
 // Another option is to use a 16-entry truth table ( {A,B} is 4 bits, with 16 combinations ).
 // There are 4 rows with a 1 result.  0000, 0101, 1010, and 1111.

endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Taken from 2015 midterm question 4
Module A is supposed to implement the function z = (x^y) & x. Implement this module., and the module declare is module top_module (input x, input y, output z);","module top_module (input x, input y, output z);

    assign z = (x^y) & x;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Taken from 2015 midterm question 4
Circuit B can be described by the following simulation waveform:, and the module declare is module top_module ( input x, input y, output z );","module top_module ( input x, input y, output z );

    assign z = ~x^y;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Taken from 2015 midterm question 4

See mt2015_q4a and mt2015_q4b for the submodules used here. The top-level design consists of two instantiations each of subcircuits A and B, as shown below., and the module declare is module top_module (input x, input y, output z);","module top_module (input x, input y, output z);

    wire z1,z2,z3,z4;
     
    
    A_module IA1(x,y,z1);
    B_module IB1(x,y,z2);
    A_module IA2(x,y,z3);
    B_module IB2(x,y,z4);
    
    assign z = (z1 | z2) ^ (z3 & z4);
    
endmodule

module A_module (input x, input y, output z);

    assign z = (x^y) & x;
    
endmodule

module B_module ( input x, input y, output z );

    assign z = ~x^y;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"Suppose you are designing a circuit to control a cellphone's ringer and vibration motor. Whenever the phone needs to ring from an incoming call (input ring), your circuit must either turn on the ringer (output ringer = 1) or the motor (output motor = 1), but not both. If the phone is in vibrate mode (input vibrate_mode = 1), turn on the motor. 
Otherwise, turn on the ringer.

Try to use only assign statements., and the module declare is module top_module (
    input ring,
    input vibrate_mode,
    output ringer,       // Make sound
    output motor         // Vibrate
);","module top_module (
    input ring,
    input vibrate_mode,
    output ringer,       // Make sound
    output motor         // Vibrate
);

    assign ringer = ~vibrate_mode & ring;//list truth table
    assign motor = vibrate_mode & ring;
    
endmodule"
You are a professional hard RTL code engineer. Please complete the writing of verilog as required.,"A heating/cooling thermostat controls both a heater (during winter) and an air conditioner (during summer). Implement a circuit that will turn on and off the heater, air conditioning, and blower fan as appropriate.

The thermostat can be in one of two modes: heating (mode = 1) and cooling (mode = 0). In heating mode, turn the heater on when it is too cold (too_cold = 1) but do not use the air conditioner. In cooling mode, turn the air conditioner on when it is too hot (too_hot = 1), but do not turn on the heater. When the heater or air conditioner are on, also turn on the fan to circulate the air. In addition, the user can also request the fan to turn on (fan_on = 1), even if the heater and air conditioner are off.

Try to use only assign statements., and the module declare is module top_module (
    input too_cold,
    input too_hot,
    input mode,
    input fan_on,
    output heater,
    output aircon,
    output fan
);","module top_module (
    input too_cold,
    input too_hot,
    input mode,
    input fan_on,
    output heater,
    output aircon,
    output fan
); 

    assign fan = fan_on | (mode & too_cold) | (~mode & too_hot);//truth table
    assign heater = mode & too_cold;
    assign aircon = ~mode & too_hot;
    
endmodule"
